customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_NoInternetService,OnlineBackup_NoInternetService,DeviceProtection_NoInternetService,TechSupport_NoInternetService,StreamingTV_NoInternetService,StreamingMovies_NoInternetService,MultipleLines_NoPhoneService,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Cluster,PCA1,PCA2,PreferenceCluster
5465-BUBFA,0,0,1,1,41,1,0,0,0,0,0,0,0,19.3,772.4,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,5.51060979653362,2.314625357442648,3
7299-GNVPL,0,0,1,1,23,1,1,1,0,1,0,0,0,84.4,1936.85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,-0.8150670856102462,-0.06976499226876189,1
9743-DQKQW,1,0,0,0,3,0,0,0,0,0,0,0,0,25.1,79.8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0.32478463883439745,-2.9452685209651013,0
1215-VFYVK,0,0,0,0,4,0,1,0,1,1,0,1,0,48.25,202.25,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.7105396334927218,-1.0869302141052055,0
9371-BITHB,0,0,1,1,52,1,0,0,0,0,0,0,0,19.85,1070.5,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,5.817006105667159,2.112751977713773,3
2265-CYWIV,0,1,1,0,4,1,1,0,0,0,1,1,1,99.6,347.65,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.392975634147626,-2.379458096436183,1
9093-FPDLG,0,0,0,0,11,1,0,1,1,1,0,1,1,94.2,999.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-2.094514403015616,-1.556956953142318,1
0541-FITGH,0,0,1,0,2,1,1,0,0,0,0,1,1,62.15,113.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,-0.2713313651074193,-1.4725872066772794,0
6985-HAYWX,0,0,1,0,26,1,0,1,0,0,0,0,0,79.3,2015.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,-0.9013658812472609,-0.5713351566903007,1
7508-KBIMB,1,0,1,1,24,1,1,0,1,0,0,0,1,56.25,1454.25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.5682421640892111,1.1567310805356241,0
6838-HVLXG,0,0,0,0,12,1,0,0,0,0,0,0,0,20.3,246.7,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,5.818484849194097,-0.9923788976191831,3
2277-DJJDL,1,1,1,0,60,1,0,0,0,1,1,1,1,99.0,6017.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,-2.911519249233782,-0.08015562229989877,1
1897-OKVMW,0,0,1,1,64,1,1,1,1,1,1,1,1,90.6,5817.45,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,-2.6104968653552283,3.8055303258193316,2
5485-ITNPC,1,0,1,0,66,1,1,1,1,1,1,1,1,85.9,5595.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-2.7720004705579635,3.6382415811392033,2
0233-FTHAV,0,0,0,0,60,1,0,0,1,0,0,0,1,79.2,4765.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,-1.3995771626044193,0.9472149985554521,2
4644-PIZRT,1,0,1,1,17,1,1,0,1,0,1,0,1,70.35,1201.65,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-1.2930822406144122,1.4374908937901882,2
8922-NPKBJ,1,0,1,1,42,1,0,0,0,0,0,0,0,19.35,867.3,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,5.878282405771169,1.9231988680281096,3
2740-TVLFN,1,0,0,0,1,1,0,0,0,0,0,0,1,50.15,50.15,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,-0.1885294010477305,-2.7331318047493323,0
7771-CFQRQ,0,0,1,1,47,1,0,1,0,1,0,1,0,63.8,3007.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.904348437182703,2.5019844793206576,2
9512-PHSMG,0,0,1,0,10,1,0,0,0,0,0,0,1,20.55,252.75,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,5.510505714167412,-0.7529824921985853,3
6963-EZQEE,1,1,1,0,70,1,1,1,1,1,1,1,1,88.55,6306.5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-3.31296881739789,3.8413295148824953,2
2452-KDRRH,1,1,0,0,67,1,0,0,1,0,1,1,1,101.4,6841.05,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,-2.853348649547565,0.472679647080454,1
2004-OCQXK,0,0,0,0,1,1,0,0,0,0,0,1,1,81.95,81.95,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.0162478352190116,-3.5505559751561213,1
5027-QPKTE,1,0,1,0,7,1,0,0,0,0,0,0,1,69.35,451.1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.5990617723978638,-3.1973201651100216,1
4146-SVFUD,1,0,0,0,1,1,0,0,0,0,0,0,0,44.6,44.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.902544439660377,-2.405117791296757,3
1564-HJUVY,1,0,0,0,4,1,0,1,0,1,1,0,1,63.75,226.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,-0.9678224459609709,-1.0950205561524133,0
3617-XLSGQ,0,0,1,1,66,1,1,1,1,0,1,1,0,109.25,7082.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,-2.9281457204242836,3.9165887123837457,2
7517-LDMPS,0,0,0,0,12,1,0,1,0,0,0,1,1,84.6,1017.35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.349676426458289,-2.3428553766114115,1
7244-KXYZN,0,0,0,0,24,1,0,0,0,0,0,0,0,20.45,527.35,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,5.446074863477368,0.8272810559529254,3
5226-NOZFC,1,0,0,0,26,1,0,1,0,0,1,0,1,85.75,2146.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.4921212404397401,-1.963616629779846,1
2672-HUYVI,0,0,0,0,6,1,0,0,0,0,1,1,1,91.1,455.3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.5432303527009805,-3.194536816845438,1
1400-WIVLL,1,0,1,0,57,1,0,0,1,1,1,1,0,107.95,5969.85,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-2.727238241123147,2.157755496788577,2
7508-MYBOG,1,0,1,0,14,1,0,0,0,0,1,0,1,86.1,1235.55,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.479609462890621,-2.524305568747193,1
8148-NLEGT,0,0,1,1,42,1,0,0,0,0,0,0,0,22.95,1014.25,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,2,5.042746585497288,1.7799144293240619,3
0148-DCDOS,1,0,0,0,25,1,0,0,0,0,1,1,1,94.7,2362.1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,-1.8605463082848457,-1.5928502670120996,1
8347-GDTMP,0,0,1,0,64,1,0,0,0,0,0,0,0,19.45,1225.65,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2,5.307232806205081,2.4039411330854943,3
9992-RRAMN,1,0,1,0,22,1,0,0,0,0,0,1,1,85.1,1873.7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.5510088293304518,-2.3050704698232303,1
6746-WAUWT,1,0,0,0,19,1,0,0,0,0,0,0,1,19.7,386.5,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,5.23250402208351,0.5599939132891579,3
0310-MVLET,0,0,1,1,61,1,0,1,0,0,1,1,1,99.15,6010.05,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.8078611425278144,-0.1935188540520943,1
0428-IKYCP,1,0,1,0,22,1,0,0,1,0,1,0,1,87.0,1850.65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,-1.3661084480323327,-0.7772896364342151,1
4550-VBOFE,1,1,1,0,70,1,0,1,1,0,1,1,1,102.95,7101.5,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,-3.6146412008282183,-0.09765885610740509,1
2187-PKZAY,1,0,0,0,12,1,0,0,0,0,0,1,1,79.95,1043.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,-0.7884703694332001,-1.8534771740934524,1
4003-OCTMP,0,0,1,0,31,1,1,0,0,1,0,1,1,64.0,1910.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,-1.3175283264142257,0.43575321153658975,0
6652-YFFJO,0,0,0,0,11,1,0,0,0,0,1,1,1,64.9,716.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,-0.9724341934549378,-2.252304766464686,0
7225-IILWY,1,0,1,1,68,1,0,0,0,0,0,0,0,25.75,1686.15,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2,5.4266729239727125,2.68004265757189,3
5248-RPYWW,0,1,1,1,72,1,1,1,1,1,1,1,1,90.15,6716.45,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,-3.2864695916046873,4.275030571489736,2
7923-IYJWY,1,1,0,0,67,1,1,1,1,1,1,1,1,116.1,7839.85,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,-3.8556204142383264,3.3276952079112205,2
3170-GWYKC,0,0,0,0,60,1,1,0,1,1,1,1,1,104.95,6236.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-2.964042357293491,1.0761476847796003,2
5696-QURRL,1,0,0,0,1,1,0,0,0,0,0,0,1,45.05,45.05,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.49516279069676905,-3.151932802838365,0
7409-KIUTL,0,1,0,1,1,1,0,0,0,0,0,0,1,71.0,71.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.6293446433893906,-3.6215313579927395,1
9830-ECLEN,1,0,1,1,58,0,1,1,1,0,1,0,0,50.0,2919.85,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-1.0600854980634726,1.9871494378345247,0
1732-VHUBQ,0,1,1,1,47,1,0,0,0,0,0,0,0,70.55,3309.25,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,-0.6740079376188821,-1.0224587226747504,1
0495-RVCBF,0,0,0,0,1,1,0,0,0,0,0,1,1,79.7,79.7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.9940323217524936,-3.5530588029729415,1
2668-TZSPS,1,0,0,0,1,1,0,0,0,0,0,0,0,20.45,20.45,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,5.87849342175847,-1.2005222735152419,3
7854-EDSSA,1,0,0,0,22,1,1,1,0,0,0,0,0,59.0,1254.7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,-0.9564454105237757,-1.9168194695996437,0
8869-TORSS,0,0,0,0,48,1,1,0,1,1,0,0,1,60.35,2896.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-1.301134579827094,0.7983398799484223,0
7446-SFAOA,0,0,1,0,37,1,0,0,0,0,0,0,1,19.85,717.5,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,5.081047189588249,1.310855124557808,3
9522-ZSINC,1,0,0,0,13,1,0,0,0,0,0,0,1,19.95,253.8,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,5.086732875457647,-0.3832736235487365,3
8234-GSZYK,1,0,0,0,43,1,0,0,0,0,0,0,0,26.45,1110.05,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,5.1362665505475436,1.8207935721181818,3
6505-OZNPG,0,0,0,0,6,0,1,1,1,1,1,1,1,63.4,348.8,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-1.7131521687088636,0.8972341805101961,0
6164-HAQTX,1,0,0,0,71,0,1,1,1,1,1,0,0,53.95,3888.65,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,-1.8430524412718268,2.7904490037470655,2
0679-IDSTG,0,1,1,1,1,1,0,0,0,0,0,0,1,69.25,69.25,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.6669547870178071,-3.1869553543087594,1
7765-LWVVH,0,0,1,1,72,1,1,1,0,0,1,0,1,95.1,6843.15,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-2.4685909356709734,2.409982259764948,2
1658-TJVOA,0,1,0,0,6,1,1,0,0,0,0,0,1,74.1,450.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.9381740897296358,-2.866313804403397,1
0953-LGOVU,1,0,1,1,12,0,0,1,0,1,0,0,0,35.5,432.25,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.10601092242971162,-0.8050081771919508,0
2115-BFTIW,1,0,0,0,25,1,0,0,0,0,0,0,0,70.95,1767.35,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0.069754845752223,-2.605990685502872,1
4692-NNQRU,0,0,1,0,21,1,0,0,1,1,0,0,0,79.2,1742.45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,-1.05084068026234,-0.09284779123678678,1
7742-MYPGI,0,0,1,1,6,1,0,0,0,1,0,0,1,48.8,297.35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.29865835838831534,-1.2198085583722036,0
0611-DFXKO,1,0,1,0,20,1,0,0,0,0,1,1,1,89.0,1820.45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,-1.1882796746311615,-1.9578026828448634,1
7780-OTDSO,1,0,1,0,18,1,1,0,0,0,1,1,1,99.4,1742.95,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.339853109977427,-1.7575432628172267,1
9619-GSATL,0,0,0,0,43,1,0,1,0,1,0,0,0,55.45,2444.25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,-0.6712341043360958,0.12206874323364575,0
5622-UEJFI,0,0,1,1,35,1,0,0,0,0,0,0,1,25.4,949.8,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,2,4.963166852951786,2.3240269046324684,3
9747-DDZOS,0,0,0,0,1,1,0,0,1,0,0,0,0,73.5,73.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,-0.4693842643520729,-2.4404805317965237,1
0674-DGMAQ,1,1,1,0,32,1,0,1,1,0,0,1,1,93.5,2970.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.5130182970683723,-0.925941937381323,1
6203-HBZPA,1,0,0,0,52,0,1,1,1,1,1,1,0,63.9,3334.95,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-2.2222374983723654,2.657437719217402,2
0484-FFVBJ,1,0,0,0,32,1,0,0,0,0,1,1,1,64.85,2010.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.9107319091453713,0.21962234960160384,0
0301-FIDRB,0,0,1,1,72,0,1,1,1,1,1,1,1,63.8,4684.3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,-2.6270290520744797,3.7790904715202425,2
4139-JPIAM,1,0,0,0,51,0,1,0,0,1,0,1,1,44.45,2181.55,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-1.2521676659972114,-0.15103651389851813,0
2181-TIDSV,1,0,1,1,68,1,0,0,0,0,0,0,1,19.95,1303.25,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,5.1259690563419404,2.6546109256702257,3
2761-XECQW,1,1,1,0,8,0,0,1,1,0,0,1,1,43.35,371.4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.9558931560881949,-1.4538153160653395,0
1936-CZAKF,1,0,1,0,49,0,0,1,0,0,1,1,0,49.65,2409.9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-1.110726077722973,1.7068825362955167,0
9453-PATOS,0,0,1,0,72,1,1,1,1,1,1,1,0,85.1,6155.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-2.2106947650506736,3.558524715397202,2
0564-JJHGS,1,0,0,0,9,1,0,0,0,0,1,1,1,95.5,829.1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.8576126258615315,-2.8705208259448804,1
3348-CFRNX,0,0,1,0,28,1,1,0,0,0,1,1,1,92.35,2602.9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,-1.603641409148355,-1.3155884678020011,1
4402-FTBXC,1,0,0,0,54,1,1,0,1,0,1,0,0,89.8,4667.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,-1.3346763486498436,-0.1584184390150818,1
1428-GTBJJ,1,0,0,0,11,1,0,1,0,0,0,0,1,74.55,824.75,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.979138922644577,-3.1952721003805014,1
2931-XIQBR,0,0,1,1,50,1,0,0,1,1,1,1,0,103.05,5153.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-1.8120015762011397,2.055018753295446,2
0106-UGRDO,0,0,1,0,69,1,1,1,1,1,1,1,1,116.0,8182.85,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-3.9196763595570463,3.219525236525827,2
5542-TBBWB,1,0,0,0,1,1,0,0,0,0,0,0,1,69.9,69.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.35157865780645053,-3.2014794866426866,1
1930-QPBVZ,1,0,1,1,68,1,1,1,0,1,0,1,0,95.1,6683.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-2.0721546168917926,3.5122735268601706,2
2606-PKWJB,1,0,0,1,40,0,1,1,0,1,0,0,0,40.25,1564.05,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-0.29333680149457736,0.9176895295277113,0
5322-ZSMZY,1,0,1,1,31,1,0,0,0,0,0,0,0,25.75,755.6,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2,5.621827445998434,1.9579537458065568,3
8059-UDZFY,0,1,0,1,33,1,0,1,1,0,1,1,1,105.35,3465.05,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,-2.7524742351603684,0.12088439219108495,1
7740-BTPUX,1,1,1,0,55,1,0,1,1,1,1,1,1,113.6,6292.7,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-3.6066032746894363,2.1236691542177994,2
5220-AGAAX,1,0,1,1,68,1,0,0,0,0,0,0,1,24.0,1664.3,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,4.817678013330016,2.929156605557851,3
0208-BPQEJ,0,0,1,1,12,1,0,0,0,0,0,0,0,19.4,198.1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2,5.499086265756183,0.21950498032539625,3
9435-JMLSX,1,0,1,0,71,1,1,1,1,1,1,1,1,86.1,6045.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-2.8281909846334585,3.781407581202679,2
3352-ALMCK,1,0,0,0,40,1,0,1,1,0,1,1,1,102.65,4108.15,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,-2.3110607591897665,-0.25977785377702867,1
5312-IRCFR,0,0,1,1,64,1,0,1,1,0,0,1,1,92.85,5980.75,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,-2.5121364729302496,1.720895976723098,2
5294-IMHHT,1,0,1,0,53,1,0,1,0,1,0,1,0,97.75,5043.2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,-2.050596350497451,2.098425703987603,2
8802-UNOJF,1,1,0,0,12,1,0,1,1,1,0,0,1,83.8,1029.75,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,-1.4103300825838325,-2.1622698526415793,1
6313-GIDIT,1,1,0,0,53,0,0,1,1,0,1,1,1,54.45,2854.55,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-2.441528501202236,-1.5667861300638664,0
6176-YJWAS,1,0,1,0,72,1,1,1,1,0,1,0,1,97.95,7114.25,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,-2.7875515107754247,3.2790075464101025,2
5310-NOOVA,1,0,0,0,46,1,0,0,0,0,0,0,0,19.95,907.05,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,2,5.275037175548405,0.805741355797075,3
4526-EXKKN,1,0,0,0,40,1,0,0,0,0,0,0,1,24.6,973.95,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2,5.290677768582357,1.165679592184931,3
5311-IHLEI,1,0,0,0,12,0,1,1,0,1,1,0,1,50.95,605.75,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,-1.3999130385707401,-0.6954427387605868,0
3987-KQDDU,1,0,0,0,9,1,1,0,0,0,0,0,0,75.6,661.55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.509438043235197,-2.418085629925262,1
3404-JNXAX,0,0,1,1,51,1,0,0,0,1,0,0,1,80.75,4116.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.4675783847879014,-0.3730821613980964,1
5131-PONJI,1,0,1,1,49,1,0,1,1,0,1,0,1,90.4,4494.65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1.9529060920275068,0.7285007706174409,1
2845-AFFTX,1,1,1,0,41,1,0,0,1,0,1,1,1,99.8,4259.3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.9100887632925736,-1.279212228083002,1
3489-VSFRD,0,0,0,0,56,1,1,0,1,1,0,0,1,60.25,3282.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-1.2116515456899897,1.5613454194157956,0
3345-JHUEO,1,0,0,0,4,1,0,0,0,0,0,0,1,20.2,55.7,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,5.069974261179583,-1.7021788793313202,3
5815-HGGHV,1,0,1,0,20,1,1,0,0,1,0,1,1,64.15,1274.45,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,-0.6801206969418166,0.5584453107792077,0
5260-UMPWX,0,0,1,1,26,1,0,0,0,0,0,0,1,20.25,493.95,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,5.168206265087197,0.3402283166431178,3
2249-YPRNG,0,0,1,1,20,1,0,1,1,0,1,1,1,105.85,2239.65,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,-2.6065161794627003,-0.1986848116774632,1
7410-YTJIK,0,0,0,0,7,1,0,0,0,0,0,0,0,75.45,480.75,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,-0.053296302007479514,-2.8486097119238525,1
4626-GYCZP,1,0,0,0,7,1,0,0,0,0,1,1,1,93.85,635.6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.8186323371375779,-2.931167108882368,1
5649-RXQTV,1,0,0,0,51,1,0,1,1,0,1,1,1,99.0,5038.15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-2.6939348103626597,-0.5656479313589602,1
2674-MIAHT,0,0,0,0,4,1,0,1,0,0,0,0,1,80.3,324.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,-0.527321997595306,-2.181584209366055,1
2576-HXMPA,0,0,0,0,1,1,0,0,0,0,0,0,0,19.55,19.55,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,5.5107780359211995,-0.7600409325208539,3
7587-AOVVU,1,0,1,1,27,1,1,1,0,1,1,0,0,100.75,2793.55,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,-2.222994577653502,0.17616200065181134,1
5590-BYNII,1,0,0,0,22,1,1,0,0,0,1,1,1,100.75,2095.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.340841124978236,-2.0795536128434997,1
6898-MDLZW,1,0,0,0,12,1,0,1,0,1,0,0,1,53.75,648.65,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,-0.16966080547831447,-1.5527269237180643,0
3237-AJGEH,0,0,1,1,3,0,0,0,0,1,0,0,1,31.0,95.05,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.1358677336748544,-2.0644720240945875,0
4707-YNOQA,0,0,1,1,34,1,0,0,0,0,0,0,1,25.6,917.15,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,2,4.876279947040716,1.9001886331531528,3
9357-UJRUN,1,0,1,0,24,1,1,0,0,1,0,0,1,58.35,1346.9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,-1.0306180178141127,0.2409911153135884,0
1591-NFNLQ,1,0,0,0,51,1,0,0,1,0,0,0,0,80.0,4242.35,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,-1.2735065806309476,-0.8113094762898659,1
8648-PFRMP,0,1,0,0,14,0,0,0,0,0,1,1,1,46.35,672.7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-1.220334335731728,-2.602155177818595,0
7663-CUXZB,1,0,1,0,59,1,1,1,1,1,1,1,0,113.75,6561.25,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-3.4632631546499657,2.9962858209190997,2
0258-NOKBL,1,0,0,0,3,1,0,1,1,0,0,1,0,90.4,268.45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.4048730197052786,-2.0573021895617503,1
1163-VIPRI,0,0,1,1,65,1,1,0,1,1,1,1,0,109.3,7337.55,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-3.079067011143257,3.2427494136092982,2
2815-CPTUL,1,1,0,0,5,1,0,0,0,0,0,0,1,70.25,331.9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,-0.2009894142180236,-3.497269220909692,1
9348-ROUAI,0,0,1,1,59,1,1,1,1,1,1,1,0,90.3,5194.05,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-2.65096925948496,4.245158654402004,2
